"Type","Year","DensityMass","DensityMassLow","DensityMassHigh","DensityNumbers","DensityNumbersLow","DensityNumbersHigh","DensityProb","DensityProbLow","DensityProbHigh"
"SUP","2018",1.36205979944913,0.936680712596933,2.37531758313608,52.9387804732159,45.2164490838138,65.5014315604783,0.839202545132539,0.78679644600651,0.872777682783431
"SUP","2019",1.56332185720424,1.07632616901083,3.00496751075818,52.6674652406524,45.2915936154401,65.9487770784638,0.838407679765252,0.784540720194848,0.873361238150388
"SUP","2020",0.891578266671436,0.602806393262686,1.63403299812402,53.6793564264631,45.8848570149177,66.6988577602768,0.841337323322681,0.788099725371275,0.876206085462801
"SUP","2021",0.734223484731315,0.519337227003615,1.34791145640213,53.3448611596511,45.8998455287469,66.6483174152191,0.840379364481906,0.789169674067754,0.87501416746342
"Fishing.related","2015",0.437434929042963,0.25111279711652,0.938355118127338,53.2859594388492,42.2992526322733,70.4823024441514,0.854259510791563,0.808682810199597,0.890784980140408
"Fishing.related","2016",0.854253027636523,0.493692791834699,1.66243304535024,55.4958365954136,45.659442204827,69.4893519043679,0.860241675602633,0.822637608035252,0.887477501550917
"Fishing.related","2017",2.21108588429293,1.40485883160779,4.38378006746741,55.292911032209,46.1689467473368,68.6239908945876,0.859710000813534,0.821933491628464,0.885446836827895
"Fishing.related","2018",1.47828675874744,0.93511096044759,2.83723987453877,50.6112160404287,42.5505563338584,62.8067296225503,0.846409515341795,0.810426849760595,0.875589308682251
"Fishing.related","2019",1.77179468346254,1.12425174507692,3.39142177221643,59.4766244653452,49.6751702960727,74.7326332952414,0.870013810814911,0.833298420721278,0.895226151246768
"Fishing.related","2020",1.92973732949663,1.2077271311931,3.65655731309179,69.2914094600782,57.5763458035703,86.4652080531262,0.889703640669733,0.854265390121418,0.911593478712082
"Fishing.related","2021",1.50217816147619,0.980465019156862,2.86595291409588,71.3109092132321,59.1958747567273,88.5794834172138,0.893129549719198,0.861621873132992,0.913783264762703
