"Type","Year","DensityMass","DensityMassLow","DensityMassHigh","DensityNumbers","DensityNumbersLow","DensityNumbersHigh","DensityProb","DensityProbLow","DensityProbHigh"
"Natural","2016",0.250658128480803,0.175289385329421,0.508860378957235,4.93426930826082,3.47891571929507,8.01696845406833,0.216506718931989,0.167453446064655,0.2797858675113
"Natural","2017",0.250658247469905,0.172163891256939,0.547340374936897,4.23802247795752,3.01531232364823,6.80637252176172,0.198411596051322,0.151922240744264,0.257837761242809
"Natural","2018",0.250653374734475,0.171182308105688,0.519566767996211,3.33042515058739,2.40906593520239,5.3400757041174,0.17129912611746,0.132969745344131,0.226816017263092
"Natural","2019",0.250658660199644,0.169711759226357,0.507202646022454,3.80667839990395,2.70870298566613,6.15688055608105,0.18608586892897,0.141407491984076,0.245404641881219
"Natural","2020",0.250660402120838,0.175655055614956,0.529638042093906,4.30943360683692,3.09272032868862,6.87360644143955,0.20036450484828,0.155491216623776,0.259880383022365
"Natural","2021",0.250658658129323,0.166315625727472,0.507821608707435,4.56347144290614,3.38376885641734,7.22535855800451,0.20712541755522,0.163027338660191,0.266643612894299
"Other","2015",0.0974185305414686,0.0332032745638073,0.475515715373503,3.68809344481708,2.43829572288674,7.17412801376649,0.202179886692184,0.145228834571527,0.292450821026831
"Other","2016",0.299569770310812,0.125433518999056,1.39036271557008,5.64840132134005,3.78513250295333,10.2169353960018,0.264503270060966,0.197625567948535,0.34735085968316
"Other","2017",1.99062039650351,0.869767200605989,7.92782272232404,11.2051552656827,8.14265334813522,19.2188408749128,0.379373851098061,0.307759556258194,0.456041105243758
"Other","2018",2.23116731174167,0.981609141151691,9.55510353801543,9.66666094998516,6.9022874765463,15.6857893488193,0.353616122325431,0.284936695188947,0.424697165289734
"Other","2019",2.4046382905978,1.11032318697377,9.87311950135851,8.56323953983489,6.04489821082481,14.5902953729738,0.332776033603767,0.260915472144618,0.410257635532345
"Other","2020",0.966338667004384,0.42629903444391,4.56701979021741,6.267596298567,4.44163881972017,10.7404827705168,0.280989367588531,0.221107996914422,0.355955146168071
"Other","2021",1.07261843402569,0.480685485440921,4.37083217411716,5.75924549294818,4.12648205575093,9.68364049860913,0.267549396242304,0.207005315737605,0.340074220142441
"Plastic","2015",1.3039198417259,0.863909980280267,2.27456845568586,104.250140315528,87.2035290761332,130.066885082686,0.932974623972896,0.911635259862363,0.946676789097388
"Plastic","2016",1.96814971062704,1.42441977585455,3.36160297820545,119.504440373113,103.247380505548,144.607389519551,0.942974492663193,0.926841107366159,0.952704102801494
"Plastic","2017",3.42590933058513,2.48139022088095,5.70527029058971,145.140415347078,126.382505671424,173.295019522886,0.954911599573347,0.941879091720046,0.962501477653514
"Plastic","2018",3.48043513824359,2.60244004666313,5.83302474746099,127.605896216243,111.629105505673,150.483664657549,0.947287940609064,0.932686317666156,0.95543736794252
"Plastic","2019",4.7561066839046,3.60181535001689,7.86267746079724,135.361784515573,118.88158655171,160.857835211145,0.950915420709899,0.937471156801233,0.958934611556167
"Plastic","2020",2.57795068315919,1.86135543195458,4.42655434446949,160.566786611908,141.043749660971,188.946099409777,0.960174900694577,0.948824446881205,0.966209998092275
"Plastic","2021",2.41991736408491,1.79550942274079,4.03933817820595,143.642019408271,126.491970387199,170.370485927568,0.954336392748079,0.940740494031953,0.961589939791514
"Rubber","2015",0.278532033714808,0.144563911539186,0.906938135881833,6.78569994207908,5.3570732850183,10.6698378867207,0.347182687697563,0.284034354930175,0.445555233957447
"Rubber","2016",0.393272931352397,0.232800699046815,1.03468638586254,6.78815410428968,5.28842507986122,10.1999110952362,0.347259700426412,0.280254456956299,0.437591217767055
"Rubber","2017",0.845976806346025,0.531025638125456,2.39316231218891,6.79259780984596,5.32084485942893,10.3021447021954,0.347399094376438,0.280895421925265,0.43884160401352
"Rubber","2018",1.53082562011957,0.887500434219709,4.06481718472519,6.79440949566145,5.24088046676457,10.35012809575,0.347455905832233,0.280838533101826,0.43700418092314
