V1,V2,V3
-6.70308246089888,58.3492682926829,33.1939735412598
-6.65246520824356,58.3492682926829,48.1019439697266
-6.60184795558823,58.3492682926829,41.6319465637207
-6.5512307029329,58.3492682926829,53.7219467163086
-6.50061345027757,58.3492682926829,66.1519470214844
-6.44999619762225,58.3492682926829,70.6819458007812
-6.39937894496692,58.3492682926829,107.589477539062
-6.34876169231159,58.3492682926829,88.1294784545898
-6.29814443965626,58.3492682926829,89.2594757080078
-6.24752718700094,58.3492682926829,6.17947626113892
-6.19690993434561,58.3492682926829,-21.0905227661133
-6.14629268169028,58.3492682926829,-46.4398231506348
-6.09567542903496,58.3492682926829,-83.4198226928711
-6.04505817637963,58.3492682926829,-111.759819030762
-5.9944409237243,58.3492682926829,-115.989822387695
-5.94382367106898,58.3492682926829,-106.829818725586
-5.89320641841365,58.3492682926829,-99.5498199462891
-5.84258916575832,58.3492682926829,-100.858520507812
-5.79197191310299,58.3492682926829,-100.388519287109
-5.74135466044767,58.3492682926829,-102.39852142334
-5.69073740779234,58.3492682926829,-101.298522949219
-5.64012015513701,58.3492682926829,-102.268516540527
-5.58950290248169,58.3492682926829,-103.090827941895
-5.53888564982636,58.3492682926829,-87.1808242797852
-5.48826839717103,58.3492682926829,-69.2908248901367
-5.4376511445157,58.3492682926829,-87.8708267211914
-5.38703389186038,58.3492682926829,-114.040824890137
-5.33641663920505,58.3492682926829,-125.035453796387
-5.28579938654972,58.3492682926829,-105.835456848145
-5.2351821338944,58.3492682926829,-79.8454513549805
-5.18456488123907,58.3492682926829,-31.765453338623
-5.13394762858374,58.3492682926829,69.5945434570312
-5.08333037592841,58.3492682926829,151.654541015625
-5.03271312327309,58.3492682926829,245.89030456543
-4.98209587061776,58.3492682926829,314.440307617188
-4.93147861796243,58.3492682926829,105.740303039551
-4.88086136530711,58.3492682926829,134.710296630859
-4.83024411265178,58.3492682926829,473.660308837891
-4.77962685999645,58.3492682926829,531.288330078125
-4.72900960734112,58.3492682926829,420.998321533203
-4.6783923546858,58.3492682926829,328.798309326172
-4.62777510203047,58.3492682926829,267.458312988281
-4.57715784937514,58.3492682926829,171.778305053711
-4.52654059671982,58.3492682926829,207.537506103516
-4.47592334406449,58.3492682926829,168.597503662109
-4.42530609140916,58.3492682926829,190.597503662109
-4.37468883875383,58.3492682926829,150.577499389648
-4.32407158609851,58.3492682926829,150.217498779297
-4.27345433344318,58.3492682926829,98.1032409667969
-4.22283708078785,58.3492682926829,146.043243408203
-4.17221982813253,58.3492682926829,141.053237915039
-4.1216025754772,58.3492682926829,159.723236083984
-4.07098532282187,58.3492682926829,286.203247070312
-4.02036807016654,58.3492682926829,241.593246459961
-3.96975081751122,58.3492682926829,156.855239868164
-3.91913356485589,58.3492682926829,153.865249633789
-3.86851631220056,58.3492682926829,330.605255126953
-3.81789905954524,58.3492682926829,343.475250244141
-3.76728180688991,58.3492682926829,278.705230712891
-3.71666455423458,58.3492682926829,194.620910644531
-3.66604730157925,58.3492682926829,244.840911865234
-3.61543004892393,58.3492682926829,228.510925292969
-3.5648127962686,58.3492682926829,172.020919799805
-3.51419554361327,58.3492682926829,200.240921020508
-3.46357829095795,58.3492682926829,166.513214111328
-3.41296103830262,58.3492682926829,146.383209228516
-3.36234378564729,58.3492682926829,135.353210449219
-3.31172653299197,58.3492682926829,104.843215942383
-3.26110928033664,58.3492682926829,86.9732131958008
-3.21049202768131,58.3492682926829,73.1332092285156
-3.15987477502598,58.3492682926829,-41.1342468261719
-3.10925752237066,58.3492682926829,-55.0042495727539
-3.05864026971533,58.3492682926829,-66.0142517089844
-3.00802301706,58.3492682926829,-72.8342514038086
-2.95740576440468,58.3492682926829,-71.1842498779297
-2.90678851174935,58.3492682926829,-61.2242126464844
-2.85617125909402,58.3492682926829,-53.9642105102539
-2.80555400643869,58.3492682926829,-52.2242126464844
-2.75493675378337,58.3492682926829,-51.744213104248
-2.70431950112804,58.3492682926829,-53.7642097473145
-2.65370224847271,58.3492682926829,-55.6050109863281
-2.60308499581738,58.3492682926829,-51.7150115966797
-2.55246774316206,58.3492682926829,-47.8950119018555
-2.50185049050673,58.3492682926829,-56.8050117492676
-2.4512332378514,58.3492682926829,-58.4150123596191
-2.40061598519608,58.3492682926829,-64.6037673950195
-2.34999873254075,58.3492682926829,-60.8837661743164
-2.29938147988542,58.3492682926829,-62.4437675476074
-2.2487642272301,58.3492682926829,-64.993766784668
-2.19814697457477,58.3492682926829,-69.8837661743164
-2.14752972191944,58.3492682926829,-76.7137680053711
-2.09691246926411,58.3492682926829,-85.8806686401367
-2.04629521660879,58.3492682926829,-89.1706695556641
-1.99567796395346,58.3492682926829,-92.7006683349609
-1.94506071129813,58.3492682926829,-93.050666809082
-1.89444345864281,58.3492682926829,-95.4306640625
-1.84382620598748,58.3492682926829,-96.9850006103516
-1.79320895333215,58.3492682926829,-99.0149993896484
-1.74259170067682,58.3492682926829,-103.275001525879
-1.6919744480215,58.3492682926829,-110.764999389648
-1.64135719536617,58.3492682926829,-116.625
-1.59073994271084,58.3492682926829,-129.699996948242
-1.54012269005552,58.3492682926829,-117.449996948242
-1.48950543740019,58.3492682926829,-95.4399948120117
-1.43888818474486,58.3492682926829,-84.6100006103516
-1.38827093208953,58.3492682926829,-85.0099945068359
-1.33765367943421,58.3492682926829,-80.0800018310547
-1.28703642677888,58.3492682926829,-79.6175003051758
-1.23641917412355,58.3492682926829,-80.7474975585938
-1.18580192146823,58.3492682926829,-93.6274948120117
-1.1351846688129,58.3492682926829,-94.8974990844727
-1.08456741615757,58.3492682926829,-92.6875
-1.03395016350225,58.3492682926829,-91.8724975585938
-0.983332910846917,58.3492682926829,-99.5325012207031
-0.93271565819159,58.3492682926829,-112.702499389648
-0.882098405536263,58.3492682926829,-111.842498779297
-0.831481152880936,58.3492682926829,-111.292503356934
-0.78086390022561,58.3492682926829,-111.169998168945
-0.730246647570281,58.3492682926829,-111.300003051758
-0.679629394914954,58.3492682926829,-109.01000213623
-0.629012142259628,58.3492682926829,-107.73999786377
-0.578394889604301,58.3492682926829,-112
-0.527777636948974,58.3492682926829,-118.767501831055
-0.477160384293645,58.3492682926829,-123.217498779297
-0.426543131638319,58.3492682926829,-131.997497558594
-0.375925878982992,58.3492682926829,-128.827499389648
-0.325308626327665,58.3492682926829,-122.967498779297
-0.274691373672338,58.3492682926829,-113.967498779297
-0.224074121017011,58.3492682926829,-127.962501525879
-0.173456868361683,58.3492682926829,-131.032501220703
-0.122839615706356,58.3492682926829,-131.422500610352
-0.0722223630510292,58.3492682926829,-131.332504272461
-0.0216051103957025,58.3492682926829,-132.632507324219
0.0290121422596243,58.3492682926829,-134.4375
0.0796293949149529,58.3492682926829,-137.237503051758
0.13024664757028,58.3492682926829,-138.427490234375
0.180863900225606,58.3492682926829,-138.557495117188
0.231481152880933,58.3492682926829,-139.717498779297
0.28209840553626,58.3492682926829,-141.145004272461
0.332715658191587,58.3492682926829,-141.324996948242
0.383332910846915,58.3492682926829,-142.505004882812
0.433950163502242,58.3492682926829,-143.375
0.484567416157569,58.3492682926829,-146.184997558594
0.535184668812896,58.3492682926829,-146.494995117188
0.585801921468223,58.3492682926829,-149.06999206543
0.636419174123551,58.3492682926829,-149.309997558594
0.687036426778878,58.3492682926829,-148.889999389648
0.737653679434205,58.3492682926829,-148.089996337891
0.788270932089532,58.3492682926829,-149.059997558594
0.838888184744858,58.3492682926829,-149.664993286133
0.889505437400185,58.3492682926829,-149.264999389648
0.940122690055514,58.3492682926829,-149.464996337891
0.990739942710841,58.3492682926829,-148.014999389648
1.04135719536617,58.3492682926829,-144.904998779297
1.09197444802149,58.3492682926829,-142.357498168945
1.14259170067682,58.3492682926829,-138.147491455078
1.19320895333215,58.3492682926829,-135.777496337891
1.24382620598748,58.3492682926829,-130.747497558594
1.2944434586428,58.3492682926829,-129.227493286133
1.34506071129813,58.3492682926829,-122.387496948242
1.39567796395346,58.3492682926829,-120.107498168945
1.44629521660878,58.3492682926829,-115.807502746582
1.49691246926411,58.3492682926829,-112.867500305176
1.54752972191944,58.3492682926829,-108.407501220703
1.59814697457477,58.3492682926829,-107.44750213623
1.64876422723009,58.3492682926829,-104.694999694824
1.69938147988542,58.3492682926829,-103.074996948242
1.74999873254075,58.3492682926829,-99.3249969482422
1.80061598519607,58.3492682926829,-96.0349960327148
1.8512332378514,58.3492682926829,-85.2649993896484
1.90185049050673,58.3492682926829,-82.5074996948242
1.95246774316205,58.3492682926829,-79.9274978637695
2.00308499581738,58.3492682926829,-78.9475021362305
2.05370224847271,58.3492682926829,-78.2275009155273
2.10431950112804,58.3492682926829,-78.4775009155273
2.15493675378336,58.3492682926829,-80.2524948120117
2.20555400643869,58.3492682926829,-80.8324966430664
2.25617125909402,58.3492682926829,-81.2825012207031
2.30678851174935,58.3492682926829,-78.0924987792969
2.35740576440467,58.3492682926829,-75.3724975585938
